LTE基站接入点数,地市,带宽,接入OLT个数,日峰值利用率,日峰值流速,日忙时均值利用率,日忙时均值流速,日期,是否接入LTE基站,是否接入OLT,环名称,环的总节点数,省,分类
4.0,焦作,1,0.0,0.00441,4.41,0.00369,3.69,20200302,是,否,孟州接入环21-河阳世家-劳动局东,2.0,河南,接入层
20.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环16-东小虹-大樊,8.0,河南,接入层
0.0,焦作,2,0.0,0.11436,114.36,0.07221,72.21,20200302,否,否,博爱接入环22-磨头-胭粉庄,1.0,河南,接入层
6.0,焦作,1,0.0,0.04231,42.31,0.038689999999999995,38.69,20200302,是,否,修武县双跨接入环5-小营东-郇封南,5.0,河南,接入层
0.0,焦作,10,0.0,0.26999,269.99,0.25951,259.51,20200302,否,否,新新家园接入环6-万方桥-万方桥东北角,5.0,河南,接入层
0.0,焦作,1,0.0,0.0024700000000000004,2.47,0.00199,1.99,20200302,否,否,生产楼核心3链10-焦作市地税局,0.0,河南,接入层
12.0,焦作,1,0.0,0.14452,144.52,0.13715,137.15,20200302,是,否,温县接入环14-林召-姚庄,8.0,河南,接入层
22.0,焦作,1,0.0,0.27262000000000003,272.62,0.26662,266.62,20200302,是,否,修武县接入环17-县医院-火车站,9.0,河南,接入层
58.0,焦作,10,0.0,0.49918,499.18,0.44733999999999996,447.34,20200302,是,否,焦作市区接入环24-大德生医院-医药局,8.0,河南,接入层
12.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环42-吴小营东-范庄北,5.0,河南,接入层
0.0,焦作,1,0.0,0.0044800000000000005,4.48,0.00376,3.76,20200302,否,否,温县接入链5-温县财政局,1.0,河南,接入层
4.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,生产楼接入环2-农信小区-市区图书馆-师专西南链,2.0,河南,接入层
28.0,焦作,1,0.0,0.4664,466.4,0.4422,442.2,20200302,是,否,武陟县接入环20-斯坦福小镇-郭村,11.0,河南,接入层
12.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环23-南古-北郭小司马3404-南古-2-EG2-1(PORT-1)-3519-浮桥项目部-3-D3EM8F-1(PORT-1),0.0,河南,接入层
42.0,焦作,10,0.0,0.45076,450.76,0.44299,442.99,20200302,是,否,焦作市区接入环2-碧海云天大酒店-十二中,11.0,河南,接入层
0.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,否,否,武陟县接入环11-三阳2-宁郭镇政府-高速交警监控汇聚链,1.0,河南,接入层
6.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,修武县接入环22-修武机房数据3-修武机房数据链,2.0,河南,接入层
18.0,焦作,1,0.0,0.19324000000000002,193.24,0.18991,189.91,20200302,是,否,孟州接入环30-上河-赵和,10.0,河南,接入层
22.0,焦作,1,0.0,0.0376,37.6,0.03337,33.37,20200302,是,否,温县接入环33-温县移动机房-温县移动机房2,2.0,河南,接入层
2.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环23-南古-北郭小司马-海事局链,1.0,河南,接入层
0.0,焦作,1,0.0,0.0051600000000000005,5.16,0.0051600000000000005,5.16,20200302,否,否,焦作接入环12-高速公路管理局-大家作联通链,1.0,河南,接入层
24.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,沁阳接入环24-移动基站-音乐广场,2.0,河南,接入层
0.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,否,否,焦作接入环7-小尚-中南路与怡光路交叉口西南-中站仓库链,1.0,河南,接入层
16.0,焦作,10,0.0,0.17284,172.84,0.15222999999999998,152.23,20200302,是,否,焦作接入环5-中站东福园小区-海天印染2,2.0,河南,接入层
0.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,否,否,焦作市区接入环16-百间房-寺河-中央粮食储备库链,2.0,河南,接入层
40.0,焦作,1,0.0,0.26562,265.62,0.26083,260.83,20200302,是,否,孟州接入环5-福康食品厂-实验中学,10.0,河南,接入层
28.0,焦作,1,0.0,0.03598,35.98,0.02646,26.46,20200302,是,否,孟州接入环6-邮政局-海尔广场,3.0,河南,接入层
2.0,焦作,1,0.0,0.0409,40.9,0.038770000000000006,38.77,20200302,是,否,修武县双跨接入环2-红旗村西北角-周庄,4.0,河南,接入层
10.0,焦作,1,0.0,0.33598,335.98,0.31110000000000004,311.1,20200302,是,否,博爱接入环2-栗庄(铁塔)-博文农场,11.0,河南,接入层
18.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环4-扈庄-陈堤,6.0,河南,接入层
13.0,焦作,2,0.0,0.15321,153.21,0.14311000000000001,143.11,20200302,是,否,沁阳接入环37-西万-马庄,6.0,河南,接入层
60.0,焦作,10,0.0,0.6960599999999999,696.06,0.65349,653.49,20200302,是,否,焦作市区接入环18-郝庄-中级人民法院,9.0,河南,接入层
2.0,焦作,1,0.0,0.03653,36.53,0.02625,26.25,20200302,是,否,新新家园链5-新新商务,1.0,河南,接入层
0.0,焦作,1,0.0,0.04248,42.48,0.03915,39.15,20200302,否,否,武陟县接入环48-詹店何营,1.0,河南,接入层
0.0,焦作,10,1.0,0.0,0.0,0.0,0.0,20200302,否,是,6453-沁阳移动机房970-子架1-2-TPK1EX1S-1(PORT-1)-6013-沁阳2-7-82EX2-2(对沁阳PTN970),0.0,河南,接入层
14.0,焦作,1,0.0,0.046979999999999994,46.98,0.04163,41.63,20200302,是,否,焦作市接入环双跨环2-住郭庄北-太极体育馆东南-亿祥东郡小区（室分）链,1.0,河南,接入层
30.0,焦作,1,0.0,0.1489,148.9,0.13663999999999998,136.64,20200302,是,否,焦作市区接入环23-马村区矿务局搬迁小区东侧-马村检察院,5.0,河南,接入层
0.0,焦作,1,0.0,0.00517,5.17,0.00517,5.17,20200302,否,否,焦作市接入环双跨环2-住郭庄北-太极体育馆东南-亿祥东郡专线链,1.0,河南,接入层
22.0,焦作,1,0.0,0.14782,147.82,0.13882,138.82,20200302,是,否,修武县双跨接入环6-南台-陈村,6.0,河南,接入层
2.0,焦作,1,0.0,0.020460000000000002,20.46,0.01695,16.95,20200302,是,否,马村链6-马千年冷冻,1.0,河南,接入层
0.0,焦作,1,0.0,0.00073,0.73,0.0007199999999999999,0.72,20200302,否,否,沁阳接入环44-老四中-柏香-柏香石化监控（集客）链,1.0,河南,接入层
2.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环5-大运重卡,1.0,河南,接入层
10.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环30-侯园二巷-和平饭店-和平小学链,1.0,河南,接入层
4.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县辛杨链1-后牛,1.0,河南,接入层
8.0,焦作,10,0.0,0.47636,476.36,0.4255,425.5,20200302,是,否,博爱接入环1-中医院西-月山数据,9.0,河南,接入层
4.0,焦作,1,0.0,0.25885,258.85,0.24847999999999998,248.48,20200302,是,否,博爱接入环13-未来面粉厂-苏家作,4.0,河南,接入层
0.0,焦作,GE,0.0,0.09944,99.44,0.09868,98.68,20200302,否,否,孟州接入环27-孟州移动公司（PTN960）-孟州移动公司,4.0,河南,接入层
2.0,焦作,1,0.0,0.01081,10.81,0.009460000000000001,9.46,20200302,是,否,生产楼核心一链22-盛通综合楼室分,1.0,河南,接入层
8.0,焦作,1,0.0,0.00176,1.76,0.00171,1.71,20200302,是,否,沁阳接入环25-水运-北山,3.0,河南,接入层
2.0,焦作,1,0.0,0.009179999999999999,9.18,0.00831,8.31,20200302,是,否,生产楼核心一链4-电业局小区(室分),1.0,河南,接入层
16.0,焦作,1,0.0,0.14464,144.64,0.1427,142.7,20200302,是,否,孟州接入环32-西田丈-东小仇,6.0,河南,接入层
14.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环52-程封-邢庄,6.0,河南,接入层
46.0,焦作,10,0.0,0.29914999999999997,299.15,0.25024,250.24,20200302,是,否,焦作银发接入环2-鑫鑫小区-重型机械厂链,4.0,河南,接入层
40.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,沁阳接入环31-王召-东关,15.0,河南,接入层
22.0,焦作,1,0.0,0.09331,93.31,0.09015000000000001,90.15,20200302,是,否,沁阳接入环35-西王梁-大留村,10.0,河南,接入层
4.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,沁阳接入链2-阳光假日,1.0,河南,接入层
6.0,焦作,1,0.0,0.06961,69.61,0.06563,65.63,20200302,是,否,新新家园链2-华苑新城室分,1.0,河南,接入层
79.0,焦作,10,0.0,0.0,0.0,0.0,0.0,20200302,是,否,沁阳接入环5-水南关煤球厂-沁阳西关,16.0,河南,接入层
38.0,焦作,1,0.0,0.10588,105.88,0.09384999999999999,93.85,20200302,是,否,焦作接入环12-高速公路管理局-大家作联通,12.0,河南,接入层
12.0,焦作,10,0.0,0.12423999999999999,124.24,0.09996,99.96,20200302,是,否,生产楼接入环1-职教中心西南-万方嘉园南,4.0,河南,接入层
0.0,焦作,1,0.0,0.66675,666.75,0.6656,665.6,20200302,否,否,焦作高新核心3链1-高新区公安人脸识别汇聚,1.0,河南,接入层
28.0,焦作,10,0.0,0.54798,547.98,0.52426,524.26,20200302,是,否,修武县接入环19-2328-修武大位村（10G）,1.0,河南,接入层
0.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,否,否,武陟县接入链2-武陟机房数据2（集客）,1.0,河南,接入层
2.0,焦作,1,0.0,0.09215000000000001,92.15,0.07564,75.64,20200302,是,否,马村链5-马村机房数据,1.0,河南,接入层
6.0,焦作,1,0.0,0.02941,29.41,0.02135,21.35,20200302,是,否,焦作市区接入环10-新体育馆2-师专-建业公园里（室分）链,1.0,河南,接入层
10.0,焦作,1,0.0,0.18269,182.69,0.17204,172.04,20200302,是,否,博爱接入环26-博爱高级中学-防疫站2,10.0,河南,接入层
54.0,焦作,1,0.0,0.04391,43.91,0.04244,42.44,20200302,是,否,沁阳接入环32-国泰花园-香港街南,6.0,河南,接入层
28.0,焦作,1,0.0,0.17523,175.23,0.1664,166.4,20200302,是,否,沁阳接入环8-景屯南基站-实验中学,7.0,河南,接入层
12.0,焦作,10,0.0,0.26754,267.54,0.25308,253.08,20200302,是,否,焦作市区接入环5-毛寨-上马村,10.0,河南,接入层
14.0,焦作,1,0.0,0.011859999999999999,11.86,0.011710000000000002,11.71,20200302,是,否,温县接入环41-温县人民政府-农发行东南,4.0,河南,接入层
36.0,焦作,1,0.0,0.06431,64.31,0.04461,44.61,20200302,是,否,温县接入环1-子夏公园北-党校,9.0,河南,接入层
26.0,焦作,1,0.0,0.06569,65.69,0.03535,35.35,20200302,是,否,温县接入环44-质量监督局2-农村信用社,6.0,河南,接入层
14.0,焦作,10,0.0,0.05048,50.48,0.044520000000000004,44.52,20200302,是,否,焦作市接入环双跨环15-李万分局-高新区管委会,5.0,河南,接入层
6.0,焦作,10,0.0,0.19028,190.28,0.18868000000000001,188.68,20200302,是,否,孟州接入环12-干沟桥-曲沟,7.0,河南,接入层
4.0,焦作,10,0.0,0.29896,298.96,0.29598,295.98,20200302,是,否,孟州接入环35-中临泉-东赵和,7.0,河南,接入层
20.0,焦作,10,0.0,0.25274,252.74,0.2235,223.5,20200302,是,否,焦作市南北苑接入环4-百间房李河（铁塔）-马村计划生育委员会,13.0,河南,接入层
31.0,焦作,1,0.0,0.23477,234.77,0.22306,223.06,20200302,是,否,博爱接入环38-康力药业-凯森药业,7.0,河南,接入层
37.0,焦作,GE,0.0,0.14608000000000002,146.08,0.1373,137.3,20200302,是,否,焦作市区接入环9-一中东北-周平陵南(铁塔),10.0,河南,接入层
18.0,焦作,1,0.0,0.30951999999999996,309.52,0.28951,289.51,20200302,是,否,焦作市区接入环19-隤城寨-姜冯营,9.0,河南,接入层
6.0,焦作,1,0.0,0.09319,93.19,0.08285,82.85,20200302,是,否,博爱接入环39-小梁庄西北-强力轮胎公司,2.0,河南,接入层
6.0,焦作,1,0.0,0.17413,174.13,0.1638,163.8,20200302,是,否,博爱接入环10-鹿村-聂村西,6.0,河南,接入层
6.0,焦作,1,0.0,0.10324,103.24,0.09165999999999999,91.66,20200302,是,否,博爱接入环12-梁陈-贵屯,4.0,河南,接入层
30.0,焦作,1,0.0,0.10622,106.22,0.09773,97.73,20200302,是,否,中站接入环2-中站司后-老牛河西,11.0,河南,接入层
20.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,沁阳接入环34-医药局-一中印刷厂,3.0,河南,接入层
18.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,沁阳接入环30-亚中皮毛厂-大护城,7.0,河南,接入层
12.0,焦作,10,0.0,0.21353999999999998,213.54,0.21171,211.71,20200302,是,否,孟州接入环38-南庄-殷家洼,7.0,河南,接入层
4.0,焦作,10,0.0,0.25572,255.72,0.25519,255.19,20200302,是,否,孟州接入环37-杜村-四联,4.0,河南,接入层
6.0,焦作,1,0.0,0.26205,262.05,0.25259,252.59,20200302,是,否,博爱接入环5-南石涧-张茹集,9.0,河南,接入层
0.0,焦作,1,0.0,0.040229999999999995,40.23,0.03964,39.64,20200302,否,否,博爱接入环25-南庄-西金城,6.0,河南,接入层
10.0,焦作,1,0.0,0.02082,20.82,0.020460000000000002,20.46,20200302,是,否,温县接入环12-番田机房-杨垒,5.0,河南,接入层
10.0,焦作,1,0.0,0.10307,103.07,0.09339,93.39,20200302,是,否,温县接入环26-南韩-黄庄营业厅,5.0,河南,接入层
5.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,孟州接入环10-鼓楼老街北-耿唐浴池-鼓楼医院室分,2.0,河南,接入层
44.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,孟州接入环39-金诺汽修-气象局,6.0,河南,接入层
69.0,焦作,1,0.0,0.18271,182.71,0.18151,181.51,20200302,是,否,孟州接入环10-鼓楼老街北-耿唐浴池,12.0,河南,接入层
18.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,温县接入环38-罗坡底村-赵郭作,9.0,河南,接入层
0.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,否,否,孟州接入环10-鼓楼老街北-耿唐浴池-电力公司建行专线,1.0,河南,接入层
46.0,焦作,1,0.0,0.07038,70.38,0.04775,47.75,20200302,是,否,温县接入环16-祥云镇-夏庄,6.0,河南,接入层
28.0,焦作,1,0.0,0.28372,283.72,0.27382999999999996,273.83,20200302,是,否,焦作市接入环双跨环7-待王西南角-义门村村南,9.0,河南,接入层
10.0,焦作,1,0.0,0.2419,241.9,0.23165,231.65,20200302,是,否,博爱接入环41-新五接-八街北,6.0,河南,接入层
12.0,焦作,1,0.0,0.16915,169.15,0.16554,165.54,20200302,是,否,博爱接入环42-化肥厂-金博爱,3.0,河南,接入层
48.0,焦作,10,0.0,0.31988,319.88,0.29108,291.08,20200302,是,否,高新区核心一接入环1-宏昌学校-长途汽车站,8.0,河南,接入层
12.0,焦作,1,0.0,0.02862,28.62,0.02521,25.21,20200302,是,否,修武县接入环15-伟彤集团-里屯,4.0,河南,接入层
34.0,焦作,1,0.0,0.18515,185.15,0.17277,172.77,20200302,是,否,温县接入环7-龙凤酒店-温泉镇派出所,10.0,河南,接入层
34.0,焦作,2,0.0,0.08689,86.89,0.08095000000000001,80.95,20200302,是,否,温县接入环28-东关菜市场-温县华豫溪谷,6.0,河南,接入层
12.0,焦作,1,0.0,0.09484999999999999,94.85,0.09320999999999999,93.21,20200302,是,否,温县接入环20-东张王庄-南张羌税务局,5.0,河南,接入层
8.0,焦作,1,0.0,0.00206,2.06,0.00204,2.04,20200302,是,否,温县接入环27-鑫源区管委会-西张王庄,3.0,河南,接入层
0.0,焦作,1,0.0,0.04316,43.16,0.04232,42.32,20200302,否,否,博爱接入环3-金城-高庙,5.0,河南,接入层
4.0,焦作,2,0.0,0.09303,93.03,0.08925,89.25,20200302,是,否,修武县接入环2-西关小学-东关,7.0,河南,接入层
6.0,焦作,1,0.0,0.0025099999999999996,2.51,0.00248,2.48,20200302,是,否,博爱接入环43-西碑-东金城北,4.0,河南,接入层
0.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,否,否,焦作市区接入环30-人民公园-五岳山庄-新亚超市室分链,1.0,河南,接入层
2.0,焦作,1,0.0,0.016640000000000002,16.64,0.01325,13.25,20200302,是,否,焦作市区接入环30-人民公园-五岳山庄-焦煤广场链,1.0,河南,接入层
2.0,焦作,1,0.0,0.01365,13.65,0.01059,10.59,20200302,是,否,焦作市区接入环30-人民公园-五岳山庄-矿务局室分链,2.0,河南,接入层
12.0,焦作,10,0.0,0.116,116.0,0.10723999999999999,107.24,20200302,是,否,焦作市区接入环29-华宝路口-新水厂,4.0,河南,接入层
10.0,焦作,10,0.0,0.03548,35.48,0.029679999999999998,29.68,20200302,是,否,焦作市南北苑接入环1-人民公园-岗庄,4.0,河南,接入层
12.0,焦作,10,0.0,0.21537,215.37,0.19741999999999998,197.42,20200302,是,否,焦作市区接入环30-人民公园-五岳山庄,6.0,河南,接入层
50.0,焦作,1,0.0,0.19775,197.75,0.18515,185.15,20200302,是,否,温县接入环29-检察院-关白庄,5.0,河南,接入层
18.0,焦作,1,0.0,0.02137,21.37,0.016030000000000003,16.03,20200302,是,否,温县接入环5-海旺弘亚-黄河大桥,7.0,河南,接入层
3.0,焦作,10,0.0,0.186,186.0,0.17632,176.32,20200302,是,否,焦作市区接入环21-第三生产楼三楼专线-新中医院基站（铁塔）,2.0,河南,接入层
24.0,焦作,10,0.0,0.15518,155.18,0.14952000000000001,149.52,20200302,是,否,焦作市区接入环31-第二生产楼四楼,2.0,河南,接入层
16.0,焦作,1,0.0,0.26004,260.04,0.24209,242.09,20200302,是,否,温县接入环11-靳冯蔺-新村,8.0,河南,接入层
12.0,焦作,1,0.0,0.01094,10.94,0.01068,10.68,20200302,是,否,温县接入环45-东张相-武德镇东,4.0,河南,接入层
6.0,焦作,1,0.0,0.06257,62.57,0.056409999999999995,56.41,20200302,是,否,博爱接入环21-东南村-职专,3.0,河南,接入层
2.0,焦作,1,0.0,0.06698,66.98,0.05151,51.51,20200302,是,否,博爱接入环44-南道-柳庄,2.0,河南,接入层
30.0,焦作,10,0.0,0.0,0.0,0.0,0.0,20200302,是,否,沁阳接入环12-西高-南作,7.0,河南,接入层
14.0,焦作,10,0.0,0.0,0.0,0.0,0.0,20200302,是,否,沁阳接入环47-西沁阳-水北关,4.0,河南,接入层
12.0,焦作,10,0.0,0.0,0.0,0.0,0.0,20200302,是,否,沁阳接入环48-魏村-解住,5.0,河南,接入层
16.0,焦作,2,0.0,0.01843,18.43,0.0146,14.6,20200302,是,否,修武县接入环5-大江重工西-东徂近,10.0,河南,接入层
12.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,修武县接入环24-靳村-西黄村,8.0,河南,接入层
10.0,焦作,10,0.0,0.09606,96.06,0.07245,72.45,20200302,是,否,焦作市区接入环32-华翔电力-蒙牛南,6.0,河南,接入层
6.0,焦作,1,0.0,0.09342,93.42,0.0741,74.1,20200302,是,否,博爱接入环22-磨头-后十里,4.0,河南,接入层
14.0,焦作,1,0.0,0.036270000000000004,36.27,0.03102,31.02,20200302,是,否,焦作市区接入环4-蒙牛乳业-明珠自动化,2.0,河南,接入层
4.0,焦作,1,0.0,0.11752,117.52,0.11015000000000001,110.15,20200302,是,否,博爱接入环45-泗沟-胭粉庄,4.0,河南,接入层
40.0,焦作,20,0.0,0.32957,329.57,0.30936,309.36,20200302,是,否,焦作市接入环双跨环11-高新九楼-防疫站,14.0,河南,接入层
28.0,焦作,1,0.0,0.11265,112.65,0.09969,99.69,20200302,是,否,中站接入环4-荣祥小区东-田涧北,11.0,河南,接入层
12.0,焦作,1,0.0,0.11815,118.15,0.11065000000000001,110.65,20200302,是,否,博爱接入环46-蔡庄-孝敬,4.0,河南,接入层
14.0,焦作,1,0.0,0.17921,179.21,0.17889,178.89,20200302,是,否,孟州接入环22-三道沟-河阳庄,6.0,河南,接入层
28.0,焦作,1,0.0,0.18666999999999997,186.67,0.17443999999999998,174.44,20200302,是,否,焦作接入环13-衡苑西街纺织厂2-中站区委,5.0,河南,接入层
12.0,焦作,1,0.0,0.07531,75.31,0.0637,63.7,20200302,是,否,焦作接入环14-中站实验小学-新林村,5.0,河南,接入层
35.0,焦作,1,0.0,0.017920000000000002,17.92,0.016989999999999998,16.99,20200302,是,否,孟州接入环40-小掌坡-北韩庄,6.0,河南,接入层
2.0,焦作,1,0.0,0.09995,99.95,0.09863,98.63,20200302,是,否,博爱接入环48-西马营-北朱营,3.0,河南,接入层
2.0,焦作,1,0.0,0.1149,114.9,0.10876000000000001,108.76,20200302,是,否,博爱接入环36-阳邑-新苏家作,4.0,河南,接入层
14.0,焦作,1,0.0,0.04242,42.42,0.04014,40.14,20200302,是,否,博爱接入环47-公路建设第一工程处-好友轮胎,6.0,河南,接入层
4.0,焦作,1,0.0,0.12035,120.35,0.10761,107.61,20200302,是,否,博爱接入环24-车家作-寨卜昌,3.0,河南,接入层
8.0,焦作,1,0.0,0.040479999999999995,40.48,0.039740000000000004,39.74,20200302,是,否,温县接入环46-东口-西小吴,4.0,河南,接入层
70.0,焦作,1,0.0,0.07672,76.72,0.07339,73.39,20200302,是,否,温县接入环2-百货大楼-慈胜大街南,7.0,河南,接入层
12.0,焦作,1,0.0,0.13696,136.96,0.12916,129.16,20200302,是,否,温县接入环47-护庄-东口联通,6.0,河南,接入层
24.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,温县接入环48-永兴街南头-文化广场东,4.0,河南,接入层
6.0,焦作,1,0.0,0.17593999999999999,175.94,0.17434,174.34,20200302,是,否,博爱接入环19-西界沟-北里,5.0,河南,接入层
2.0,焦作,1,0.0,0.13507,135.07,0.12541,125.41,20200302,是,否,博爱接入环49-张村-小王庄,5.0,河南,接入层
22.0,焦作,2,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环53-南贾-南贾2,5.0,河南,接入层
28.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环18-磨料磨具四期-东营,6.0,河南,接入层
12.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环54-中后-益庄,4.0,河南,接入层
18.0,焦作,1,0.0,0.48385,483.85,0.45333,453.33,20200302,是,否,武陟县接入环39-大封电话局-东塘郭村中,7.0,河南,接入层
14.0,焦作,10,0.0,0.20048,200.48,0.15389,153.89,20200302,是,否,焦作市接入环双跨环1-马村王庄-职教中心西北,7.0,河南,接入层
6.0,焦作,1,0.0,0.0112,11.2,0.01095,10.95,20200302,是,否,修武县接入环7-孟泉-洞湾,4.0,河南,接入层
8.0,焦作,1,0.0,0.06222,62.22,0.02085,20.85,20200302,是,否,修武县接入环27-西涧-金陵坡村,5.0,河南,接入层
10.0,焦作,1,0.0,0.11145999999999999,111.46,0.10014,100.14,20200302,是,否,焦作市接入环双跨环16-住郭庄-韩平陵,5.0,河南,接入层
16.0,焦作,1,0.0,0.20026,200.26,0.18106999999999998,181.07,20200302,是,否,武陟县接入环44-丰顺店-楼下村基站,6.0,河南,接入层
16.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,沁阳接入环49-五洋-校尉营,6.0,河南,接入层
16.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,沁阳接入环1-留村-西向南,7.0,河南,接入层
14.0,焦作,1,0.0,0.13446,134.46,0.12462000000000001,124.62,20200302,是,否,孟州接入环41-曲村-武桥,5.0,河南,接入层
10.0,焦作,1,0.0,0.28078,280.78,0.27882,278.82,20200302,是,否,孟州接入环19-东后津-城伯,5.0,河南,接入层
12.0,焦作,1,0.0,0.05131,51.31,0.04624,46.24,20200302,是,否,温县接入环40-郑老庄-大黄庄,4.0,河南,接入层
10.0,焦作,1,0.0,0.06294,62.94,0.039630000000000006,39.63,20200302,是,否,温县接入环9-武德镇-南保丰,6.0,河南,接入层
0.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,否,否,焦作市区接入环7-新理工大安全学院-理工大力附中操场西北-8494-新理工博士楼链,2.0,河南,接入层
4.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,焦作市区接入环18-郝庄-中级人民法院-万基商贸酒店链,2.0,河南,接入层
2.0,焦作,10,0.0,0.03846,38.46,0.03083,30.83,20200302,是,否,焦作市区接入环7-新理工大安全学院-理工大力附中操场西北-8493-希望小学链,0.0,河南,接入层
0.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,否,否,新新家园接入环7-新摩配城-康馨苑小区南-1497-焦作泰康人寿链,2.0,河南,接入层
4.0,焦作,10,2.0,0.0,0.0,0.0,0.0,20200302,是,是,沁阳接入环38-九峰山生态园-前河湾,1.0,河南,接入层
4.0,焦作,1,2.0,0.07756,77.56,0.07704000000000001,77.04,20200302,是,是,沁阳接入环38-九凤山生态园-前河湾,4.0,河南,接入层
14.0,焦作,1,0.0,0.15543,155.43,0.14061,140.61,20200302,是,否,沁阳接入环50-九渡-老马岭,4.0,河南,接入层
46.0,焦作,2,0.0,0.020550000000000002,20.55,0.02022,20.22,20200302,是,否,链路名称,0.0,河南,接入层
24.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环7-老邮局-武陟卫校医院,5.0,河南,接入层
22.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环41-兴华宾馆-武陟西大街大堤（铁塔）3489-武陟西大街大堤（铁塔）-4-D3EM8F-1(PORT-1)-3011-武陟机房2-2-81EG8-5(PORT-5),1.0,河南,接入层
22.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环41-兴华宾馆-武陟西大街大堤（铁塔）,4.0,河南,接入层
0.0,焦作,1,0.0,0.007719999999999999,7.72,0.0074199999999999995,7.42,20200302,否,否,焦作市南北苑链121005-南北苑1-子架1-12-TPA2EG24-6(解放区财政局专线汇聚)-1991-解放区财政局-专线-1-D2EG2-1(PORT-1),1.0,河南,接入层
80.0,焦作,1,0.0,0.03448,34.48,0.02816,28.16,20200302,是,否,武陟县接入环31-特殊学校-陈庄东南,8.0,河南,接入层
12.0,焦作,1,0.0,0.00468,4.68,0.0045899999999999995,4.59,20200302,是,否,武陟县接入环9-武陟马营-刘庄造纸厂,4.0,河南,接入层
14.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环10-华昌纺织厂-沁华街繁荣十街,5.0,河南,接入层
10.0,焦作,1,0.0,0.0,0.0,0.0,0.0,20200302,是,否,武陟县接入环55-南关-韩原,4.0,河南,接入层
0.0,焦作,10,0.0,0.057479999999999996,57.48,0.05205,52.05,20200302,否,否,焦作市区接入环33-老焦大公安监控-高新公安监控,3.0,河南,接入层
20.0,焦作,10,0.0,0.40698,406.98,0.22028,220.28,20200302,是,否,武陟县接入环36-城东工业园-文化路交警队,8.0,河南,接入层
16.0,焦作,10,0.0,0.19801,198.01,0.18134999999999998,181.35,20200302,是,否,武陟县接入环56-歌乐园南-武陟荆辛庄,6.0,河南,接入层
24.0,焦作,1,0.0,0.014839999999999999,14.84,0.01349,13.49,20200302,是,否,博爱接入环28-新三街-制药厂家属院,4.0,河南,接入层
6.0,焦作,1,0.0,0.04104,41.04,0.03893,38.93,20200302,是,否,博爱接入环50-大班家具-老局2,4.0,河南,接入层
